LC;family;predator;detail;resource_abundance;E/N ;obs_broad;taxon;resource;FO;PO;Pbiomass;obsPO;obs_FO.PO;siteID;country;site;obs_site;lat;long;n_sample;method;year_start_sampling;year_end_sampling;sampling_period_months;season;ref;other references;
LC;Felidae;Leopardus colocolo;Mammals focused;0;;;genus;Akodon sp;NA;0.118;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Leopardus colocolo;Mammals focused;0;;;genus;Oryzomys sp;NA;0.118;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Leopardus colocolo;Mammals focused;0;;;other;Rodentia n.i.;NA;0.118;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Leopardus colocolo;Mammals focused;0;;;broad;Plants;NA;0.353;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Leopardus colocolo;Mammals focused;0;;;genus;Vaccinium sp;NA;0.353;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;broad;Vertebrates;NA;0.753;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;class;Mammalia;NA;0.627;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;order;Rodentia;NA;0.627;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;sp;Cuniculus taczanowskii;NA;0.25;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;sp;Auliscomys pictus;NA;0.125;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;genus;Thomasomys sp;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;sp;Thomasomys apeco;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;genus;Akodon sp;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;genus;Oryzomys sp;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;class;Aves;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;class;Amphibia;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;order;Anura;NA;0.063;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;broad;Plants;NA;0.187;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Felidae;Puma concolor;Mammals focused;0;;;genus;Vaccinium sp;NA;0.187;NA;Item;;PE3_RA;Peru;Río Abiseo National Park, Peru;;-7.83;-77.25;9;scat;1987;1988;;;Romo, 1995;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;broad;Vertebrates;NA;1.00;1;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;class;Mammalia;NA;0.937;0.985;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;order;Lagomorpha;NA;0.274;0.502;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;E;;sp;Lepus europaeus;NA;0.27;0.496;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;E;;sp;Oryctolagus cuniculus;NA;0.004;0.006;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;order;Artiodactyla;NA;0.142;0.21;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;E;;sp;Ovis aries;NA;0.142;0.21;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;order;Cingulata;NA;0.014;0.006;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;sp;Chaetophractus villosus;NA;0.014;0.006;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;order;Rodentia;NA;0.311;0.094;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;family;Cricetidae;NA;0.311;0.094;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;other;Mammals n.i.;NA;0.102;0.05;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;E;;other;Carrion;NA;0.094;0.123;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;class;Aves;NA;0.046;0.015;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;sp;Rhea pennata;NA;0.004;0.001;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;order;Passeriformes;NA;0.042;0.014;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex culpaeus;Mammals focused;1;;;class;Reptilia;NA;0.018;0.0005;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;320;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;broad;Vertebrates;NA;0.899;0.991;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;class;Mammalia;NA;0.834;0.961;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;order;Lagomorpha;NA;0.147;0.148;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;E;;sp;Lepus europaeus;NA;0.147;0.148;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;order;Cingulata;NA;0.033;0.008;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;sp;Chaetophractus villosus;NA;0.033;0.008;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;order;Rodentia;NA;0.262;0.116;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;family;Cricetidae;NA;0.262;0.116;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;other;Mammals n.i.;NA;0.13;0.071;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;other;Carrion;NA;0.262;0.618;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;class;Aves;NA;0.016;0.025;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;order;Passeriformes;NA;0.016;0.025;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;class;Reptilia;NA;0.049;0.005;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;broad;Invertebrates;NA;0.082;0.004;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;broad;Plants;NA;0.016;0.006;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Canidae;Lycalopex gymnocercus;Mammals focused;1;;;other;Seeds n.i.;NA;0.016;0.006;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;42;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;broad;Vertebrates;NA;0.078;0.589;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;class;Mammalia;NA;0.012;0.545;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;order;Rodentia;NA;0.006;0.0001;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;family;Cricetidae;NA;0.006;0.001;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;other;Mammals n.i.;NA;0.006;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;E;;other;Carrion;NA;0.048;0.544;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;class;Reptilia;NA;0.018;0.044;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus chinga;Mammals focused;1;;;broad;Invertebrates;NA;0.921;0.411;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;25;stomach;1989;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;broad;Vertebrates;NA;1.00;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;class;Mammalia;NA;0.937;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;order;Lagomorpha;NA;0.228;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;sp;Lepus europaeus;NA;0.228;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;order;Rodentia;NA;0.582;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;family;Cricetidae;NA;0.582;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;other;Mammals n.i.;NA;0.089;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;E;;other;Carrion;NA;0.038;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;class;Aves;NA;0.063;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Leopardus geoffroyi;Mammals focused;1;;;order;Passeriformes;NA;0.063;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;33;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;broad;Vertebrates;NA;0.9;0.999;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;class;Mammalia;NA;0.844;0.999;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;order;Lagomorpha;NA;0.612;0.452;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;sp;Lepus europaeus;NA;0.612;0.452;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;order;Artiodactyla;NA;0.018;0.449;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;E;;sp;Cervus elaphus;NA;0.017;0.43;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;E;;sp;Sus scrofa;NA;0.001;0.019;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;E;;other;Cattle or horse;NA;0.004;0.087;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;order;Cingulata;NA;0.013;0.008;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;sp;Chaetophractus villosus;NA;0.013;0.008;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;order;Rodentia;NA;0.16;0.003;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;family;Cricetidae;NA;0.16;0.002;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;other;Mammals n.i.;NA;0.037;0.001;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;class;Aves;NA;0.037;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;order;Passeriformes;NA;0.037;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Felidae;Puma concolor;Mammals focused;1;;;class;Reptilia;NA;0.019;NA;Item;;ARG15_PN;Argentina;Province of Neuquén, Argentina;;-40.00;-71;70;scat;1993;1994;;;Novaro et al, 2000;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;broad;Invertebrates;NA;0.72;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;class;Insecta;NA;0.68;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;order;Orthoptera;NA;0.36;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;order;Lepidoptera;NA;0.04;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;order;Coleoptera;NA;0.28;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;class;Arachnida;NA;0.04;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;order;Araneae;NA;0.04;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;broad;Vertebrates;NA;0.04;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;broad;Plants;NA;0.12;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Mephitidae;Conepatus semistriatus;Invertebrates focused;0;;;other;Seeds n.i.;NA;0.12;NA;Item;;BR95_PNE;Brazil;Parque Nacional das Emas, GO, Brazil;;-18.32;-52.75;8;scat;2009;2009;;;Cavalcanti, 2010;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;broad;Plants;NA;0.467;0.434;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;sp;Solanum lycocarpum;NA;0.257;0.34;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;other;Fruits n.i.;NA;0.092;0.094;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;other;Grass;NA;0.118;NA;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;broad;Invertebrates;NA;0.02;0;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;class;Insecta;NA;0.02;0;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;broad;Vertebrates;NA;0.513;0.565;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;class;Reptilia;NA;0.026;0.043;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;other;Lizards;NA;0.138;0.043;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;class;Aves;NA;0.138;0.062;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;class;Mammalia;NA;0.349;0.46;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;order;Didelphimorphia;NA;0.03;0.016;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;order;Cingulata;NA;0.092;0.297;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;family;Dasypodidae;NA;0.092;0.297;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;order;Rodentia;NA;0.22;0.068;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;order;Artiodactyla;NA;0.007;0.079;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Canidae;Chrysocyon brachyurus;Mammals focused;0;;;family;Cervidae;NA;0.007;0.079;MNI;;BR96_FAL;Brazil;Fazenda Água Limpa, Brasília, DF, Brazil;;-15.95;-47.93;105;scat;1988;1991;;;Motta-Júnior et al, 1996;;
LC;Felidae;Leopardus pardalis;Mammals focused;0;;MA;broad;Vertebrates;0.571;1.00;NA;MNI;;CO3_RRB;Colombia;Reserva Río Blanco, Manizales, Colombia;;5.1;-75.48;7;scat;1998;2000;;;Sánchez et al, 2008;;
LC;Felidae;Leopardus pardalis;Mammals focused;0;;;class;Mammalia;0.571;0.898;NA;MNI;;CO3_RRB;Colombia;Reserva Río Blanco, Manizales, Colombia;;5.1;-75.48;7;scat;1998;2000;;;Sánchez et al, 2008;;
